OBJECTID,gridcode,Stratum,Area_KM2,lon_centroid,lat_centroid,Shape_Length,Shape_Area,lon,lat
6781,60087980,81,13.719616000000000,-970238.206900000572205,1557155.775399999693036,0.216281544687744,0.002405301137742,-173.284186902611026,62.709417472601942
6782,6658983,81,13.719616000000000,-966534.206900000572205,1557155.775399999693036,0.216303038318016,0.002406067683057,-173.214614661263624,62.718888052625033
6783,77946272,81,13.719616000000000,-962830.206900000572205,1557155.775399999693036,0.216324346990084,0.002406832053317,-173.144999000388196,62.728325410032490
6784,47462224,81,13.719616000000000,-959126.206900000572205,1557155.775399999693036,0.216345473151071,0.002407594277660,-173.075340032821970,62.737729513742707
6785,55400092,81,13.719616000000000,-955422.206900000572205,1557155.775399999693036,0.216366419861306,0.002408354379516,-173.005637871371050,62.747100332664971
6786,13748215,81,13.719616000000000,-951718.206900000572205,1557155.775399999693036,0.216387184513239,0.002409112307732,-172.935892628728368,62.756437835389704
6787,8790108,81,13.719616000000000,-948014.206900000572205,1557155.775399999693036,0.216407767008024,0.002409868076763,-172.866104419752588,62.765741990589660
6788,909980,81,13.719616000000000,-944310.206900000572205,1557155.775399999693036,0.216428171704057,0.002410621717495,-172.796273359187552,62.775012767034028
6789,27451858,81,13.719616000000000,-940606.206900000572205,1557155.775399999693036,0.216448395101594,0.002411373162871,-172.726399561495555,62.784250133921574
6790,29302946,81,13.719616000000000,-936902.206900000572205,1557155.775399999693036,0.216468438050567,0.002412122384558,-172.656483142854654,62.793454060380604
6791,47338076,81,13.719616000000000,-933198.206900000572205,1557155.775399999693036,0.216488303256241,0.002412869424303,-172.586524218998505,62.802624514718396
6792,9110308,81,13.719616000000000,-929494.206900000572205,1557155.775399999693036,0.216507989659668,0.002413614257532,-172.516522906937297,62.811761466897742
6793,99232032,81,13.719616000000000,-925790.206900000572205,1557155.775399999693036,0.216527497776883,0.002414356872106,-172.446479322938643,62.820864886108204
6794,18077570,81,13.719616000000000,-922086.206900000572205,1557155.775399999693036,0.216546828857600,0.002415097311294,-172.376393585263770,62.829934740999512
6795,12958367,81,13.719616000000000,-918382.206900000572205,1557155.775399999693036,0.216565982600905,0.002415835517135,-172.306265812501067,62.838971001136471
6796,72175536,81,13.719616000000000,-914678.206900000572205,1557155.775399999693036,0.216584958703468,0.002416571431551,-172.236096123063646,62.847973635954880
6797,9095941,81,2.212673445376706,-912505.977020608610474,1557442.935250627808273,0.094827174367143,0.000389905288284,-172.196458255122337,62.855714551595661
6798,9095941,70,11.506942554623295,-910679.662362717790529,1557100.557345938170329,0.190763932750002,0.002027469799909,-172.160005966319119,62.857180167027984
6799,26302836,70,13.719616000000000,-907270.206900000572205,1557155.775399999693036,0.216622384571692,0.002418036605546,-172.095631470814226,62.865877908461741
6800,30825558,70,13.719616000000000,-903566.206900000572205,1557155.775399999693036,0.216640834040012,0.002418765790272,-172.025336748158281,62.874779485355958
6801,5557231,70,13.719616000000000,-899862.206900000572205,1557155.775399999693036,0.216659109782229,0.002419492708007,-171.955000588914402,62.883647315496624
6802,99081888,70,13.719616000000000,-896158.206900000572205,1557155.775399999693036,0.216677211260326,0.002420217372195,-171.884623113840206,62.892481368111973
6803,40747628,70,13.719616000000000,-892454.206900000572205,1557155.775399999693036,0.216695136462365,0.002420939706219,-171.814204445386508,62.901281613941734
6804,33447588,70,13.719616000000000,-888750.206900000572205,1557155.775399999693036,0.216712891827794,0.002421659789260,-171.743744705202033,62.910048022766162
6805,89580720,70,13.719616000000000,-885046.206900000572205,1557155.775399999693036,0.216730475015111,0.002422377624876,-171.673244016600165,62.918780564467674
6806,78042016,70,13.719616000000000,-881342.206900000572205,1557155.775399999693036,0.216747885019544,0.002423093123657,-171.602702502865696,62.927479208688666
6807,48134624,70,13.719616000000000,-877638.206900000572205,1557155.775399999693036,0.216765125807643,0.002423806331592,-171.532120287763149,62.936143926047016
6808,42149768,70,13.719616000000000,-873934.206900000572205,1557155.775399999693036,0.216782193092574,0.002424517156984,-171.461497495247642,62.944774686814668
6809,23276702,70,13.719616000000000,-870230.206900000572205,1557155.775399999693036,0.216799090810353,0.002425225676801,-171.390834250619548,62.953371461446380
6810,22733352,70,13.719616000000000,-866526.206900000572205,1557155.775399999693036,0.216815818942086,0.002425931846326,-171.320130679398261,62.961934219903704
6811,61995632,70,13.719616000000000,-862822.206900000572205,1557155.775399999693036,0.216832378700136,0.002426635684453,-171.249386906904192,62.970462933016435
6812,41900216,70,13.719616000000000,-859118.206900000572205,1557155.775399999693036,0.216848770029640,0.002427337214361,-171.178603059872302,62.978957571135993
6813,71792312,70,13.719616000000000,-855414.206900000572205,1557155.775399999693036,0.216864993175451,0.002428036378288,-171.107779265701623,62.987418104823327
6814,49901160,70,13.719616000000000,-851710.206900000572205,1557155.775399999693036,0.216881048387735,0.002428733145510,-171.036915651013572,62.995844505390821
6815,82754056,70,13.719616000000000,-848006.206900000572205,1557155.775399999693036,0.216896939864414,0.002429427585938,-170.966012344109686,63.004236742883322
6816,94179168,70,13.719616000000000,-844302.206900000572205,1557155.775399999693036,0.216912661858065,0.002430119581167,-170.895069473169599,63.012594788382842
6817,58822260,70,13.719616000000000,-840598.206900000572205,1557155.775399999693036,0.216928219836189,0.002430809202713,-170.824087167241260,63.020918613146925
6818,19040152,70,13.719616000000000,-836894.206900000572205,1557155.775399999693036,0.216943614280295,0.002431496474876,-170.753065555566451,63.029208187950680
6819,37500140,70,13.719616000000000,-833190.206900000572205,1557155.775399999693036,0.216958843437886,0.002432181338883,-170.682004768436087,63.037463483905036
6820,87851992,70,13.719616000000000,-829486.206900000572205,1557155.775399999693036,0.216973910030295,0.002432863775410,-170.610904936431609,63.045684472576177
6821,66234792,70,13.719616000000000,-825782.206900000572205,1557155.775399999693036,0.216988813584990,0.002433543796585,-170.539766189694603,63.053871125157023
6822,67296440,70,13.719616000000000,-822078.206900000572205,1557155.775399999693036,0.217003556549426,0.002434221425693,-170.468588660490497,63.062023412519295
6823,72374800,70,13.719616000000000,-818374.206900000572205,1557155.775399999693036,0.217018135466606,0.002434896565206,-170.397372479842375,63.070141306823594
6824,60791432,70,13.719616000000000,-814670.206900000572205,1557155.775399999693036,0.217032554074585,0.002435569273323,-170.326117781114647,63.078224778956340
6825,43025348,70,13.719616000000000,-810966.206900000572205,1557155.775399999693036,0.217046814570794,0.002436239575379,-170.254824696525503,63.086273800674348
6826,54023260,70,13.719616000000000,-807262.206900000572205,1557155.775399999693036,0.217060914736330,0.002436907415632,-170.183493360468020,63.094288344097933
6827,26172400,70,13.719616000000000,-803558.206900000572205,1557155.775399999693036,0.217074854872726,0.002437572743068,-170.112123905969810,63.102268381040048
6828,79606192,70,13.719616000000000,-799854.206900000572205,1557155.775399999693036,0.217088639436899,0.002438235666136,-170.040716467435459,63.110213882988738
